Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,Module,Gene_MM,Gene_TS
scaffold-mi7,5985111,5992131,maker-scaffold-mi7-augustus-gene-20.15,pkn1,PKN1,PKN1,magenta2,0.833600891,0.547843517
scaffold-mi7,6264452,6268214,maker-scaffold-mi7-augustus-gene-20.25,mettl11b,NTMT1,NTMT1,burlywood,0.807168182,0.838629868
scaffold-mi7,6017000,6017945,maker-scaffold-mi7-augustus-gene-20.28,NA,NA,NA,darkgreen,0.820166155,0.301350528
scaffold-mi7,6762497,6792249,maker-scaffold-mi7-augustus-gene-22.13,LOC103282979,NUP214,NUP214,burlywood,0.950388818,0.651541925
scaffold-mi7,6749376,6756856,maker-scaffold-mi7-augustus-gene-22.12,aif1l,AIF1L,AIF1L,burlywood,0.854171479,0.782072738
scaffold-mi7,6928263,6942248,maker-scaffold-mi7-augustus-gene-23.15,pomt1,POMT1,LOC106539237,darkgreen,0.900709528,0.622452698
scaffold-mi7,7690659,7709718,augustus_masked-scaffold-mi7-processed-gene-25.9,gapvd1,GAPVD1,LOC106546577,burlywood,0.769839273,0.295367302
scaffold-mi7,8051325,8056312,augustus_masked-scaffold-mi7-processed-gene-26.21,rnf183,RNF183,RNF183,magenta2,0.89152006,0.597150429
scaffold-mi7,7920373,7953244,augustus_masked-scaffold-mi7-processed-gene-26.16,pnpla6,PNPLA7,PNPLA6,darkgreen,0.870942981,0.528143696
scaffold-mi7,8161780,8176928,maker-scaffold-mi7-augustus-gene-27.22,NA,LOC103049454,LOC106556497,darkgreen,0.9207172,0.692835216
scaffold-mi7,8309027,8315507,maker-scaffold-mi7-augustus-gene-27.25,LOC103282199,UBR4,UBR4,darkgreen,0.526431655,0.066357809
scaffold-mi7,8314910,8321086,maker-scaffold-mi7-augustus-gene-27.37,spaca9,SPACA9,SPACA9,antiquewhite1,0.939385458,0.85236758
scaffold-mi7,8102058,8113055,maker-scaffold-mi7-augustus-gene-27.31,LOC103282785,NA,NA,darkgreen,0.953906531,0.665280154
scaffold-mi7,8507853,8531463,maker-scaffold-mi7-augustus-gene-28.20,ntng2,NTNG2,NTNG2,magenta2,0.838643618,0.646924329
scaffold-mi7,9031671,9065708,maker-scaffold-mi7-augustus-gene-30.10,crb2,CRB2,LOC106550378,magenta2,0.729521684,0.522372073
scaffold-mi7,9351116,9367211,maker-scaffold-mi7-augustus-gene-31.14,NA,NA,NA,darkgreen,0.864115712,0.457788568
scaffold-mi7,9886435,9886674,augustus_masked-scaffold-mi7-processed-gene-33.1,cfap157,CFAP157,NA,burlywood,0.848715408,0.425773689
scaffold-mi7,10690410,10691998,maker-scaffold-mi7-augustus-gene-35.13,zfand2b,ZFAND2A,ZFAND2A,darkgreen,0.806169831,0.543059772
scaffold-mi7,11048672,11063508,maker-scaffold-mi7-augustus-gene-36.16,rai1,RAI1,RAI1,burlywood,0.941767353,0.656616452
scaffold-mi7,10932862,10958970,maker-scaffold-mi7-augustus-gene-36.21,pemt,PEMT,NA,darkgreen,0.842560252,0.512419094
scaffold-mi7,11224008,11241194,augustus_masked-scaffold-mi7-processed-gene-37.9,llgl1,LLGL1,LLGL2,darkgreen,0.873146694,0.620724165
scaffold-mi7,11120499,11126997,maker-scaffold-mi7-augustus-gene-37.24,drc3,DRC3,LOC106543496,burlywood,0.575499973,0.181729756
scaffold-mi7,11866726,11875102,maker-scaffold-mi7-augustus-gene-39.29,nde1,NDE1,NDE1,burlywood,0.612152466,0.254026196
scaffold-mi7,12137488,12143338,augustus_masked-scaffold-mi7-processed-gene-40.12,tfap4,TFAP4,TFAP4,magenta2,0.915129575,0.679034372
scaffold-mi7,12162588,12163847,augustus_masked-scaffold-mi7-processed-gene-40.14,adcy9,ADCY9,ADCY9,darkgreen,0.744393622,0.344520661
scaffold-mi7,12284763,12289913,maker-scaffold-mi7-augustus-gene-40.89,pdia2,PDIA2,PDIA2,burlywood,0.837987962,0.763866686
scaffold-mi7,12032900,12043162,maker-scaffold-mi7-augustus-gene-40.75,LOC100560207,LOC103056014,LOC106551940,burlywood,0.971693215,0.77801389
scaffold-Z,206227,251246,maker-scaffold-Z-augustus-gene-0.17,LOC103282574,LOC103051625,NBEAL2,burlywood,0.778999787,0.388011039
scaffold-Z,544247,578985,maker-scaffold-Z-augustus-gene-1.5,als2cl,ALS2CL,ALS2CL,burlywood,0.898158427,0.668027947
scaffold-Z,319267,336096,maker-scaffold-Z-augustus-gene-1.6,pth1r,PTH1R,PTH1R,burlywood,0.701793993,0.291053401
scaffold-Z,2148610,2162457,maker-scaffold-Z-augustus-gene-7.5,acaa1,LOC103056268,ACAA1,burlywood,0.808046703,0.679427869
scaffold-Z,2476541,2509402,augustus_masked-scaffold-Z-processed-gene-8.2,gars,GARS,LOC106551200,burlywood,0.723918009,0.278846552
scaffold-Z,3018491,3021259,maker-scaffold-Z-augustus-gene-10.8,NA,NA,LOC106539889,darkgreen,0.908259312,0.642580657
scaffold-Z,2968741,2980384,maker-scaffold-Z-augustus-gene-10.6,LOC100561373,SLC22A13,SLC22A13,burlywood,0.955091445,0.705253224
scaffold-Z,2946064,2957264,maker-scaffold-Z-augustus-gene-10.5,slc22a13,LOC103066375,LOC106539887,burlywood,0.874544797,0.728335747
scaffold-Z,3351795,3379614,maker-scaffold-Z-augustus-gene-11.11,lrrc20,LRRC20,RPRD1A,darkgreen,0.762932238,0.754025862
scaffold-Z,5319462,5330554,maker-scaffold-Z-augustus-gene-17.9,zmynd15,ZMYND15,ZMYND15,burlywood,0.819693495,0.854874922
scaffold-Z,9762492,9764313,augustus_masked-scaffold-Z-processed-gene-32.3,adarb2,ADARB2,ADARB2,burlywood,0.733425146,0.324349734
scaffold-Z,9632578,9692715,augustus_masked-scaffold-Z-processed-gene-32.2,adarb2,ADARB2,ADARB2,burlywood,0.898245461,0.618154155
scaffold-Z,13098336,13098414,trnascan-scaffold-Z-noncoding-Thr_TGT-gene-43.0,NA,NA,NA,darkgreen,0.821381076,0.640217971
scaffold-Z,18122950,18164098,maker-scaffold-Z-augustus-gene-60.9,pex1,LOC103062750,PEX1,darkgreen,0.987806508,0.754237515
scaffold-Z,18191198,18203289,maker-scaffold-Z-augustus-gene-60.14,gatad1,GATAD1,GATAD1,burlywood,0.846836649,0.620703402
scaffold-Z,18350713,18471326,augustus_masked-scaffold-Z-processed-gene-61.4,akap9,AKAP9,AKAP9,antiquewhite1,0.736886676,0.38366976
scaffold-Z,27646761,27665777,maker-scaffold-Z-augustus-gene-92.5,mios,MIOS,MIOS,burlywood,0.937719297,0.592561003
scaffold-Z,31990959,31999776,augustus_masked-scaffold-Z-processed-gene-106.6,agr2,AGR2,AGR2,burlywood,0.537734684,0.062780777
scaffold-Z,33953392,33960824,maker-scaffold-Z-augustus-gene-113.5,sp4,SP4,SP4,burlywood,0.755246005,0.748912525
scaffold-Z,37805094,37828390,maker-scaffold-Z-augustus-gene-126.5,chn2,LOC103053784,CHN2,burlywood,0.781612876,0.217394874
scaffold-Z,38075810,38106990,maker-scaffold-Z-augustus-gene-127.7,hacl1,HACL1,HACL1,antiquewhite1,0.82759115,0.74111626
scaffold-Z,40973743,40974135,augustus_masked-scaffold-Z-processed-gene-136.0,NA,NA,NA,magenta2,0.811790029,0.459579339
scaffold-Z,43151483,43154833,maker-scaffold-Z-augustus-gene-144.4,LOC103280388,NEK10,NEK10,darkgreen,0.915749557,0.599613893
scaffold-Z,50022044,50028977,maker-scaffold-Z-augustus-gene-166.7,eif1b,EIF1B,LOC106549357,burlywood,0.86974663,0.52359005
scaffold-Z,50261551,50272867,maker-scaffold-Z-augustus-gene-167.15,slc25a38,SLC25A38,SLC25A38,darkgreen,0.987806508,0.754237515
scaffold-Z,53835047,53835119,trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-179.0,NA,NA,NA,darkgreen,0.915263735,0.666062551
scaffold-Z,53463709,53505341,maker-scaffold-Z-augustus-gene-178.8,avl9,AVL9,AVL9,burlywood,0.856459894,0.481489812
scaffold-Z,65948096,65957857,maker-scaffold-Z-augustus-gene-219.6,kiaa1328,LOC103059657,KIAA1328,darkgreen,0.835681944,0.460309863
scaffold-Z,71685217,71721990,augustus_masked-scaffold-Z-processed-gene-239.2,epha5,EPHA3,EPHA5,burlywood,0.936785091,0.637234585
scaffold-Z,73378517,73383180,maker-scaffold-Z-augustus-gene-244.29,ccdc183,CCDC151,CCDC183,magenta2,0.952589113,0.796484181
scaffold-Z,73370316,73377296,augustus_masked-scaffold-Z-processed-gene-244.16,mmgt1,LOC103065395,LOC106541966,antiquewhite1,0.880973396,0.726498729
scaffold-Z,73576312,73587782,maker-scaffold-Z-augustus-gene-245.16,aarsd1,LOC103053593,LOC106540286,darkgreen,0.937694291,0.620420749
scaffold-Z,73605590,73625238,maker-scaffold-Z-augustus-gene-245.17,ptges3l,PTGES3L,PTGES3L,burlywood,0.883141321,0.576725343
scaffold-Z,73605590,73625238,maker-scaffold-Z-augustus-gene-245.17,ptges3l,PTGES3L,PTGES3L,antiquewhite1,0.930255965,0.861780524
scaffold-Z,76177000,76197977,maker-scaffold-Z-augustus-gene-254.4,LOC100554667,LOC103054127,LOC106540565,antiquewhite1,0.919961048,0.848294656
scaffold-Z,76202279,76205736,maker-scaffold-Z-augustus-gene-254.5,hsd17b6,LOC103063622,HSD17B6,darkgreen,0.732751292,0.75041165
scaffold-Z,76202279,76205736,maker-scaffold-Z-augustus-gene-254.5,hsd17b6,LOC103063622,HSD17B6,antiquewhite1,0.730028067,0.662654807
scaffold-Z,75837332,75855623,maker-scaffold-Z-augustus-gene-252.14,LOC100556519,LOC103067382,LOC106543049,burlywood,0.813735246,0.553205979
scaffold-Z,77292978,77336756,maker-scaffold-Z-augustus-gene-257.8,ints10,INTS10,INTS10,magenta2,0.555095424,0.291901622
scaffold-Z,77263224,77290407,maker-scaffold-Z-augustus-gene-257.10,csgalnact1,CSGALNACT1,CSGALNACT1,slateblue1,0.965183106,0.830330402
scaffold-Z,80961046,80990124,maker-scaffold-Z-augustus-gene-270.8,kansl1,KANSL1,KANSL1,darkgreen,0.846760492,0.626017297
scaffold-Z,80499367,80533472,maker-scaffold-Z-augustus-gene-268.14,nars2,NARS2,NARS2,burlywood,0.76550148,0.484468302
scaffold-Z,82877034,82883400,maker-scaffold-Z-augustus-gene-276.3,NA,NA,NA,darkgreen,0.856180987,0.651122029
scaffold-Z,82877034,82883400,maker-scaffold-Z-augustus-gene-276.3,NA,NA,NA,burlywood,0.869518509,0.571707301
scaffold-Z,83625635,83659979,maker-scaffold-Z-augustus-gene-278.5,LOC103279243,LOC103065998,LOC106555157,burlywood,0.855536438,0.6215384
scaffold-Z,85318786,85340736,augustus_masked-scaffold-Z-processed-gene-284.0,crhr1,LOC103053136,CRHR1,burlywood,0.898158427,0.668027947
scaffold-Z,85318786,85340736,augustus_masked-scaffold-Z-processed-gene-284.0,crhr1,LOC103053136,CRHR1,burlywood,0.914283692,0.6221288
scaffold-Z,87779404,87782707,augustus_masked-scaffold-Z-processed-gene-292.2,itpr2,ITPR2,LOC106552147,burlywood,0.945132807,0.840906794
scaffold-Z,88702830,88708473,maker-scaffold-Z-augustus-gene-295.12,cbx1,CBX1,CBX1,burlywood,0.866279653,0.431136966
scaffold-Z,88396988,88415718,maker-scaffold-Z-augustus-gene-294.8,sp2,SP2,SP2,darkgreen,0.778308551,0.629497041
scaffold-Z,90035554,90070252,augustus_masked-scaffold-Z-processed-gene-300.2,znf652,ZNF652,LOC106555956,burlywood,0.696902304,0.137962556
