Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,baseMean,log2FoldChange,lfcSE,pvalue,padj
scaffold-mi2,8308075,8311421,maker-scaffold-mi2-augustus-gene-27.15,LOC100563944,LOC103054967,PRRT1,52.23013623,2.58035535,0.909863954,6.5e-05,0.002999512
scaffold-mi2,8288023,8292741,maker-scaffold-mi2-augustus-gene-27.13,LOC100563944,LOC103057481,PRRT1,17233.02299,1.849178417,0.622567229,8.58e-05,0.003603169
scaffold-mi2,8297230,8302017,augustus_masked-scaffold-mi2-processed-gene-27.4,LOC100563944,LOC103057722,PRRT1,260.0318985,2.581659613,0.76389468,1.54e-05,0.001006937
scaffold-mi2,9287865,9289012,augustus_masked-scaffold-mi2-processed-gene-31.1,NA,NA,NA,42.84732018,-2.315312889,0.982644647,0.000252097,0.007957642
scaffold-mi2,9287865,9289012,augustus_masked-scaffold-mi2-processed-gene-31.1,NA,NA,NA,90.26267057,-1.582531582,0.859187003,0.001783045,0.029951296
scaffold-mi2,16567583,16620314,augustus_masked-scaffold-mi2-processed-gene-55.2,map3k6,MAP3K6,MAP3K6,15.25645891,1.568148614,0.99359324,0.00299988,0.042827572
scaffold-mi2,18476375,18478535,maker-scaffold-mi2-augustus-gene-61.7,tmem50a,TMEM50A,TMEM50A,49.51715196,1.22983871,0.672908377,0.002939239,0.042326127
scaffold-mi7,648657,665464,maker-scaffold-mi7-augustus-gene-2.16,LOC103282339,LOC103062938,LOC106546457,62.01552209,1.239698724,0.640211103,0.002253747,0.035265581
scaffold-mi7,2970037,2978943,augustus_masked-scaffold-mi7-processed-gene-9.4,LOC100559998,SLC2A1,SLC2A1,21.41250688,2.553244537,1.566407381,0.000339644,0.009791082
scaffold-mi7,2970037,2978943,augustus_masked-scaffold-mi7-processed-gene-9.4,LOC100559998,SLC2A1,SLC2A1,33.37888936,2.692016693,1.146577118,0.000148293,0.005396214
scaffold-mi7,3532847,3534551,maker-scaffold-mi7-augustus-gene-11.51,dhx34,LOC103048127,DHX34,21.49872432,1.638173814,1.051742933,0.002765295,0.040367606
scaffold-mi7,3467239,3472507,maker-scaffold-mi7-augustus-gene-11.49,ca14,CA14,CA14,26.99001922,-3.336127456,0.935334615,3.78e-06,0.000341147
scaffold-mi7,3867330,3879446,maker-scaffold-mi7-augustus-gene-13.32,LOC100551744,LOC103048269,LOC106541081,455.7715669,-2.391770407,0.9730774,0.000186348,0.006310571
scaffold-mi7,3881573,3892444,maker-scaffold-mi7-augustus-gene-13.43,LOC100563176,LOC103066171,LOC106541084,71.91029323,-3.071803891,0.762452192,1.18e-06,0.000143338
scaffold-mi7,3881573,3892444,maker-scaffold-mi7-augustus-gene-13.43,LOC100563176,LOC103066171,LOC106541084,22.86699038,-1.584507554,1.04389563,0.003215343,0.044567347
scaffold-mi7,3906076,3913401,maker-scaffold-mi7-augustus-gene-13.45,LOC100563176,LOC103066171,LOC106541084,30.14365456,-2.856186518,0.954546837,3.23e-05,0.001786277
scaffold-mi7,4810033,4814434,maker-scaffold-mi7-augustus-gene-16.18,slc1a5,SLC1A5,SLC1A4,24.42554703,2.154303693,0.95161301,0.000370806,0.010437654
scaffold-mi7,7048306,7049013,augustus_masked-scaffold-mi7-processed-gene-23.5,LOC103280789,NA,NA,49.26010458,2.454413247,1.392271652,0.000454135,0.011879369
scaffold-mi7,7727361,7731457,augustus_masked-scaffold-mi7-processed-gene-25.10,rabepk,RABEPK,KLHDC2,97.51437568,-1.278033228,0.698180398,0.002731716,0.03992983
scaffold-mi7,7816859,7825947,maker-scaffold-mi7-augustus-gene-26.24,ddr2,LOC103066505,DDR1,8.331548403,-1.993054542,1.526061851,0.001288681,0.024329919
scaffold-mi7,8912424,8942274,maker-scaffold-mi7-augustus-gene-29.18,strbp,STRBP,LOC106549833,92.73021226,-1.076048099,0.588117503,0.00365996,0.04894745
scaffold-mi7,8785314,8800520,maker-scaffold-mi7-augustus-gene-29.20,nphs2,LOC103062839,LOC106552046,16.56677431,2.981955916,1.723268652,9.35e-05,0.003794716
scaffold-mi7,11860805,11861413,augustus_masked-scaffold-mi7-processed-gene-39.17,socs1,SOCS1,SOCS1,93.44225968,1.457755551,0.834333522,0.002561795,0.038344483
scaffold-Z,3433760,3441317,maker-scaffold-Z-augustus-gene-11.8,gorasp1,GORASP1,LOC106539750,71.18018102,2.394006053,0.982354419,0.000193941,0.006459006
scaffold-Z,5319462,5330554,maker-scaffold-Z-augustus-gene-17.9,zmynd15,ZMYND15,ZMYND15,18.50061841,-1.795536391,0.96449252,0.001292047,0.024363861
scaffold-Z,7516685,7537866,maker-scaffold-Z-augustus-gene-25.4,dnajb6,DNAJB6,LOC106543257,78.38900816,2.658873255,0.632094133,8.41e-07,0.000109925
scaffold-Z,13006693,13032164,maker-scaffold-Z-augustus-gene-43.7,cul2,CUL2,CUL2,71.96323716,1.275274656,0.692955336,0.002681785,0.039422491
scaffold-Z,24004966,24021233,maker-scaffold-Z-augustus-gene-80.5,LOC100567594,BMI1,LOC106553910,20.97785826,-1.876261187,0.963551877,0.000985115,0.020246976
scaffold-Z,23990165,23991177,maker-scaffold-Z-augustus-gene-80.7,NA,NA,NA,7.941557106,-1.857917072,1.522594341,0.001709772,0.029097965
scaffold-Z,35886599,35888662,maker-scaffold-Z-augustus-gene-119.6,NA,NA,NA,63.77178808,-2.128801525,0.674362668,4.13e-05,0.002144047
scaffold-Z,35043212,35057447,augustus_masked-scaffold-Z-processed-gene-116.4,npy,NPY,NPY,122.7722613,-4.665635644,1.254454292,1.86e-07,4.06e-05
scaffold-Z,34827182,34828710,maker-scaffold-Z-augustus-gene-116.5,ccdc126,CCDC126,CCDC126,21.08984332,2.010148357,1.457517678,0.001355083,0.025155654
scaffold-Z,42538001,42588995,maker-scaffold-Z-augustus-gene-142.6,top2b,TOP2B,LOC106554533,16.0865614,1.463057958,0.888695577,0.003111803,0.043582303
scaffold-Z,55736966,55747443,maker-scaffold-Z-augustus-gene-186.2,bet1,BET1,BET1,124.7020165,-1.966903908,0.488226056,2.25e-06,0.000233237
scaffold-Z,64202985,64225762,maker-scaffold-Z-augustus-gene-214.2,igfbp1,IGFBP1,IGFBP1,20.59331092,-1.995571483,1.289350446,0.001417574,0.025900337
scaffold-Z,67294446,67299518,maker-scaffold-Z-augustus-gene-224.7,NA,LOC103053956,NA,31.27781376,3.145583882,0.733810815,4.13e-07,6.93e-05
scaffold-Z,73378517,73383180,maker-scaffold-Z-augustus-gene-244.29,ccdc183,CCDC151,CCDC183,39.39805847,-2.110702615,0.923308338,0.000373081,0.010463763
scaffold-Z,73370316,73377296,augustus_masked-scaffold-Z-processed-gene-244.16,mmgt1,LOC103065395,LOC106541966,686.7791702,-2.314278388,0.748216299,4.33e-05,0.002206531
scaffold-Z,76019262,76025730,maker-scaffold-Z-augustus-gene-253.5,LOC100554045,LOC103066672,LOC106543057,75.6071051,2.3064314,1.10296402,0.000414744,0.011285979
scaffold-Z,76177000,76197977,maker-scaffold-Z-augustus-gene-254.4,LOC100554667,LOC103054127,LOC106540565,64.40850982,-2.301652016,0.764640021,5.49e-05,0.002648066
scaffold-Z,78705314,78725203,maker-scaffold-Z-augustus-gene-262.7,acbd4,ACBD4,ACBD4,44.24007256,-1.834269657,0.869766858,0.000747244,0.016649773
scaffold-Z,82524307,82551849,maker-scaffold-Z-augustus-gene-275.6,gsdma,NA,GSDMA,270.1529416,2.673347189,0.785344974,1.33e-05,0.000892065
scaffold-Z,83579902,83616308,maker-scaffold-Z-augustus-gene-278.4,top2a,TOP2A,LOC106554533,23.98283029,1.794191847,1.20170665,0.002251363,0.035263784
scaffold-Z,85095456,85103061,maker-scaffold-Z-augustus-gene-283.12,LOC100565120,LOC107326684,LOC106553170,19.12043714,-1.373663476,0.848967331,0.003753034,0.049788126
scaffold-Z,87779404,87782707,augustus_masked-scaffold-Z-processed-gene-292.2,itpr2,ITPR2,LOC106552147,202.5713487,-1.442594079,0.704539353,0.00134619,0.025050422
scaffold-Z,92334440,92397227,maker-scaffold-Z-augustus-gene-308.11,hdac5,HDAC5,HDAC5,9.880726904,1.924393542,1.576148202,0.001325068,0.024865834
scaffold-Z,93117423,93121456,maker-scaffold-Z-augustus-gene-310.13,adm,NA,NA,7.287286371,2.061117538,1.684193768,0.000737641,0.016562808
scaffold-Z,95282677,95292974,maker-scaffold-Z-augustus-gene-317.13,LOC107983226,LOC103062755,LOC106542189,136.0873983,2.59092658,1.187226252,0.000226723,0.007308769
scaffold-Z,95282677,95292974,maker-scaffold-Z-augustus-gene-317.13,LOC107983226,LOC103062755,LOC106542189,669.802948,2.944775505,1.262975468,9.64e-05,0.003878892
scaffold-Z,97993420,98038864,augustus_masked-scaffold-Z-processed-gene-326.0,LOC103279780,LOC103050897,LOC106550458,25.34368057,2.039993373,0.907887128,0.000439641,0.011637369
scaffold-Z,98171630,98180651,maker-scaffold-Z-augustus-gene-327.12,LOC100564338,LOC103057682,LOC106550457,60.82437601,-1.91135647,1.1931494,0.001604972,0.027863751
scaffold-Z,100586575,100588709,maker-scaffold-Z-augustus-gene-335.16,LOC100567735,LOC103051251,LOC106540355,33.87254059,-1.8265183,0.71718641,0.000271704,0.008354336
scaffold-Z,102254745,102259346,maker-scaffold-Z-augustus-gene-340.16,fgf21,FGF21,FGF21,89.01043635,5.065964253,1.54638186,1.33e-07,3.32e-05
scaffold-Z,102126461,102200775,augustus_masked-scaffold-Z-processed-gene-340.3,plekha4,PLEKHA4,PLEKHA4,34.21836416,1.528245201,0.896794173,0.002531703,0.038277051
scaffold-Z,113348062,113377492,augustus_masked-scaffold-Z-processed-gene-377.3,LOC100566783,ACAN,LOC106556566,10.82831297,-2.708488255,1.787330349,0.000149788,0.005437847
scaffold-Z,113521383,113548160,augustus_masked-scaffold-Z-processed-gene-378.16,iqgap1,LOC103067498,IQGAP3,49.91792851,2.19677497,1.230916911,0.00076709,0.016930459
scaffold-ma4,100838,109419,augustus_masked-scaffold-ma4-processed-gene-0.4,tmem72,TMEM72,NA,44.38434662,-3.226685778,1.014856944,1.23e-05,0.000841355
scaffold-ma4,533812,548754,maker-scaffold-ma4-augustus-gene-1.11,slbp,SLBP,SLBP,61.00032887,2.852557721,1.131052472,8.51e-05,0.003592544
scaffold-ma4,517912,530255,maker-scaffold-ma4-augustus-gene-1.14,tacc1,TACC3,LOC106548218,32.1493171,1.764435453,1.14097967,0.002250307,0.035263784
scaffold-ma4,4764877,4804738,maker-scaffold-ma4-augustus-gene-16.9,diaph3,DIAPH3,DIAPH1,29.31633852,2.789790125,1.130419545,0.000103477,0.004071374
scaffold-ma4,20525019,20548983,maker-scaffold-ma4-augustus-gene-68.6,ednrb,EDNRB,EDNRB,237.2708309,2.314766701,0.813937946,8.36e-05,0.003563377
scaffold-ma4,20525019,20548983,maker-scaffold-ma4-augustus-gene-68.6,ednrb,EDNRB,EDNRB,267.5006621,2.549945001,0.601744278,7.83e-07,0.000105538
scaffold-ma4,25945125,26052642,maker-scaffold-ma4-augustus-gene-86.5,dock6,DOCK7,DOCK7,54.66088537,-1.225719802,0.66265954,0.002810556,0.040804072
scaffold-ma4,25945125,26052642,maker-scaffold-ma4-augustus-gene-86.5,dock6,DOCK7,DOCK7,194.9612667,-1.758708441,0.734365391,0.00042098,0.011316933
scaffold-ma4,34155813,34225019,augustus_masked-scaffold-ma4-processed-gene-114.0,atp10a,ATP10A,LOC106553290,22.92975592,2.716059396,1.530387102,0.000232055,0.007419072
scaffold-ma4,37172680,37194378,maker-scaffold-ma4-augustus-gene-124.4,plcxd1,PLCXD1,PLCXD1,8.348459595,-2.10660133,1.408069488,0.001103797,0.021940581
scaffold-ma4,44920399,44931080,augustus_masked-scaffold-ma4-processed-gene-149.4,frmpd4,FRMPD4,FRMPD4,109.5654195,-1.652846134,0.789765606,0.000952227,0.019807372
scaffold-ma4,58216181,58224830,maker-scaffold-ma4-augustus-gene-194.7,sik1,LOC103048486,LOC106537783,241.8750698,2.914737771,0.80486277,5.45e-06,0.000460266
scaffold-ma4,59256943,59274752,maker-scaffold-ma4-augustus-gene-197.6,fam3b,FAM3B,FAM3B,6.556786189,-1.582986058,1.41829712,0.00361748,0.0487001
scaffold-ma4,62435488,62447915,maker-scaffold-ma4-augustus-gene-208.9,LOC103278369,IFNGR2,LOC106546647,38.55795053,2.317255969,0.939670214,0.000200508,0.006610897
scaffold-ma4,66968153,66976419,maker-scaffold-ma4-augustus-gene-223.2,cxadr,CXADR,CXADR,129.8418158,1.582130994,0.593467104,0.000247276,0.007857195
scaffold-ma4,70511174,70515692,maker-scaffold-ma4-augustus-gene-235.5,LOC103281904,HMCN1,LOC106543415,20.01403737,1.926697976,1.025982841,0.001043707,0.021184001
scaffold-ma4,77386651,77409065,maker-scaffold-ma4-augustus-gene-258.3,cd47,CD47,CD47,64.78451508,3.027756109,0.905131806,1.07e-05,0.000771326
scaffold-ma4,79482584,79495972,maker-scaffold-ma4-augustus-gene-265.16,nfkbiz,NFKBIZ,NFKBIZ,12.12176534,2.276739416,1.707665375,0.00046559,0.012017185
scaffold-ma4,79963674,79983089,maker-scaffold-ma4-augustus-gene-266.10,tmem45a,TMEM45A,NA,15.17693158,3.439274732,1.754081816,2.67e-05,0.001537811
scaffold-ma4,88732541,88838976,augustus_masked-scaffold-ma4-processed-gene-296.0,flt1,FLT1,FLT4,250.0456845,1.888441024,0.829494806,0.000487044,0.012426416
scaffold-ma4,88732541,88838976,augustus_masked-scaffold-ma4-processed-gene-296.0,flt1,FLT1,FLT4,356.668095,3.447575465,0.685215552,1.09e-08,5.28e-06
scaffold-ma4,90008215,90024316,maker-scaffold-ma4-augustus-gene-300.5,mtmr6,MTMR6,MTMR6,37.7534074,-2.075682543,0.74554368,0.000119837,0.004563798
scaffold-ma4,90307811,90357196,maker-scaffold-ma4-augustus-gene-301.3,spata13,SPATA13,LOC106548849,9.733341758,1.459118383,1.486988429,0.003656968,0.04894745
scaffold-ma4,90388321,90437130,maker-scaffold-ma4-augustus-gene-301.5,mipep,MIPEP,MIPEP,648.1406717,1.239590023,0.692591027,0.003158766,0.044058257
scaffold-ma4,95600142,95614300,augustus_masked-scaffold-ma4-processed-gene-318.7,birc2,BIRC2,LOC106549668,953.4638306,1.866963385,0.599141052,5.54e-05,0.00266375
scaffold-ma4,96140528,96155344,maker-scaffold-ma4-augustus-gene-320.6,pgr,PGR,NR3C1,16.25152391,-2.3591555,1.286980862,0.000532386,0.013235546
scaffold-ma4,97344873,97378389,augustus_masked-scaffold-ma4-processed-gene-324.2,piwil4,PIWIL4,PIWIL4,24.38993275,3.712195085,1.552378801,1.43e-05,0.000940299
scaffold-mi9,4481372,4482040,augustus_masked-scaffold-mi9-processed-gene-15.1,LOC100561905,CLDN5,LOC106556674,304.4197048,1.750808402,0.912800954,0.001228528,0.02347955
scaffold-mi9,5209112,5234687,augustus_masked-scaffold-mi9-processed-gene-17.11,sppl3,SPPL3,SPPL3,188.2098714,-1.628425342,0.849730087,0.001439549,0.026008972
scaffold-mi9,6073469,6087246,maker-scaffold-mi9-augustus-gene-20.10,upb1,UPB1,UPB1,25.91536546,-3.508280673,0.844533587,4.28e-07,7.01e-05
scaffold-ma7,4028522,4056311,augustus_masked-scaffold-ma7-processed-gene-13.4,prkg2,PRKG2,PRKG2,177.2146998,-2.521523236,1.017825456,0.000151485,0.005486642
scaffold-ma7,6868929,6883578,maker-scaffold-ma7-augustus-gene-23.10,nudt9,NUDT9,TRPM2,9.939335835,-2.093555877,1.090313982,0.000758587,0.016814444
scaffold-ma7,12247399,12265207,maker-scaffold-ma7-augustus-gene-40.7,eif4e,EIF4E,EIF4E1B,49.83140759,1.407174275,0.684422676,0.001376745,0.025496856
scaffold-ma7,22366629,22396993,maker-scaffold-ma7-augustus-gene-74.6,smarca5,LOC103059419,LOC106549654,23.17920951,1.787214173,0.945577615,0.001237636,0.023566658
scaffold-ma7,23703555,23720431,maker-scaffold-ma7-augustus-gene-79.5,setd7,SETD7,SETD7,32.32486618,2.234720059,1.146448168,0.000579556,0.013983138
scaffold-ma7,30307732,30316349,maker-scaffold-ma7-augustus-gene-101.5,LOC100564988,LOC103053142,LOC106556442,36.14473777,2.25737754,1.030376363,0.000374103,0.010473525
scaffold-ma7,31172615,31178199,maker-scaffold-ma7-augustus-gene-103.8,mad2l1,MAD2L1,MAD2L1,40.62247959,2.652811095,1.142544896,0.000164951,0.005798654
scaffold-ma7,36522819,36555104,maker-scaffold-ma7-augustus-gene-121.14,stox2,STOX2,STOX2,22.64739837,2.790140987,1.362257363,0.000178975,0.006125359
scaffold-ma7,40026295,40051915,maker-scaffold-ma7-augustus-gene-133.4,neil3,NEIL3,NEIL3,7.679402689,1.868636429,1.577045408,0.001461014,0.026123398
scaffold-ma7,49178923,49196377,maker-scaffold-ma7-augustus-gene-164.5,tdo2,TDO2,NA,4325.352123,-2.08130609,0.693714164,6.67e-05,0.003039934
scaffold-ma7,51997321,52003934,maker-scaffold-ma7-augustus-gene-173.5,msmo1,LOC103059956,MSMO1,332.3391185,-1.294202821,0.623585265,0.001507804,0.026562645
scaffold-ma3,129610,130947,augustus_masked-scaffold-ma3-processed-gene-0.3,kcnv2,LOC103063916,LOC106553981,9.616976584,-1.670527929,1.513393771,0.002464264,0.037649688
scaffold-ma3,4673972,4686184,augustus_masked-scaffold-ma3-processed-gene-15.8,oplah,OPLAH,OPLAH,13.81755768,-3.134052628,1.089741902,2.77e-05,0.001588906
scaffold-ma3,7738806,7740731,maker-scaffold-ma3-augustus-gene-26.9,LOC103279307,LOC103060075,NA,92.71684726,3.928440284,1.014857748,5.65e-07,8.2e-05
scaffold-ma3,18760232,18768491,maker-scaffold-ma3-augustus-gene-62.7,tp53inp1,TP53INP1,TP53INP1,11.1764325,1.923066835,1.438328969,0.001684385,0.028792047
scaffold-ma3,27864587,27879279,maker-scaffold-ma3-augustus-gene-92.20,adhfe1,ADHFE1,LOC106544726,17.00470465,-2.704709021,1.333796686,0.000218956,0.007102597
scaffold-ma3,31065533,31109796,maker-scaffold-ma3-augustus-gene-103.10,LOC100554761,LOC103065357,LOC106545489,22.12134817,2.662970545,1.455974547,0.000268836,0.008337667
scaffold-ma3,42856856,42858744,maker-scaffold-ma3-augustus-gene-142.9,LOC100558555,TUBB6,TUBB6,17.53810738,2.387557042,1.031873004,0.000248904,0.007892786
scaffold-ma3,50994506,51067528,maker-scaffold-ma3-augustus-gene-170.7,carmil1,CARMIL1,CARMIL1,40.78118629,1.813925628,1.018629498,0.001457295,0.026086927
scaffold-ma3,70673303,70691876,maker-scaffold-ma3-augustus-gene-235.8,fam105a,FAM105A,FAM105A,35.95392496,-1.577174902,0.88083814,0.001993876,0.032423654
scaffold-ma3,76176551,76193094,maker-scaffold-ma3-augustus-gene-254.3,srd5a1,SRD5A1,LOC106550141,32.67693008,1.361640488,0.746370455,0.002473598,0.037718129
scaffold-ma3,82927515,83038617,maker-scaffold-ma3-augustus-gene-276.8,pde4dip,LOC103050557,PDE4DIP,216.8812841,3.727796658,1.046492541,2.02e-06,0.000211697
scaffold-ma3,84303050,84307830,maker-scaffold-ma3-augustus-gene-281.2,pde3a,PDE3A,LOC106555822,40.34483319,1.462121444,0.639588916,0.000742075,0.016638319
scaffold-ma3,88686268,88766736,augustus_masked-scaffold-ma3-processed-gene-295.7,kifap3,KIFAP3,KIFAP3,26.74684697,2.233417336,1.126989385,0.000553112,0.013577031
scaffold-ma3,93131798,93321003,augustus_masked-scaffold-ma3-processed-gene-311.0,hmcn1,HMCN1,TTN,213.8439488,1.363414675,0.589161452,0.000769529,0.016935607
scaffold-ma3,96316285,96327663,augustus_masked-scaffold-ma3-processed-gene-321.4,plod3,LOC103067401,PLOD1,124.1765121,1.264480162,0.703841431,0.00300438,0.042827572
scaffold-ma3,99965009,99965716,augustus_masked-scaffold-ma3-processed-gene-333.2,nr5a2,LOC103055504,NR5A2,21.02236175,1.850330102,1.372229683,0.002083463,0.033408512
scaffold-ma3,106928355,106948237,maker-scaffold-ma3-augustus-gene-356.3,ptbp2,PTBP2,PTBP3,103.2253829,1.04925036,0.531484187,0.002685644,0.039441902
scaffold-ma3,108071787,108092213,maker-scaffold-ma3-augustus-gene-360.3,NA,NA,NA,21.73921724,-2.179484706,0.807207075,0.000135328,0.005018437
scaffold-ma3,111291909,111321030,maker-scaffold-ma3-augustus-gene-371.7,lrrc8b,LRRC8B,LRRC8B,283.344735,-1.15843565,0.580784859,0.002188129,0.034728453
scaffold-ma3,113205516,113207392,maker-scaffold-ma3-augustus-gene-377.6,bcl10,BCL10,BCL10,10.98442798,1.931293073,1.319091766,0.00170294,0.029013475
scaffold-ma3,121014461,121075643,maker-scaffold-ma3-augustus-gene-403.9,lrrc7,LRRC7,LRRC7,6.530936563,-2.210050153,1.592715395,0.000719562,0.016313809
scaffold-ma3,121424589,121439586,maker-scaffold-ma3-augustus-gene-404.2,depdc1,DEPDC1,DEPDC1,23.17727797,1.597462499,1.387819462,0.003683902,0.04913345
scaffold-ma3,123853374,123869897,maker-scaffold-ma3-augustus-gene-412.12,kank4,KANK4,KANK4,11.23112632,-2.34808198,1.502568552,0.000588816,0.014141418
scaffold-ma3,133522093,133537600,maker-scaffold-ma3-augustus-gene-445.10,urod,UROD,UROD,25.02336245,-1.882257357,0.832753488,0.000508585,0.012828555
scaffold-ma3,137196746,137228340,maker-scaffold-ma3-augustus-gene-457.13,gnai3,GNAI3,GNAI3,34.03442222,2.028777733,0.834592675,0.000296552,0.008944671
scaffold-ma3,137196746,137228340,maker-scaffold-ma3-augustus-gene-457.13,gnai3,GNAI3,GNAI3,39.4137038,1.339916555,0.726049077,0.002429611,0.03726682
scaffold-ma3,138587301,138591037,maker-scaffold-ma3-augustus-gene-462.14,clps,CLPS,CLPS,10.45222842,1.995725288,1.440877179,0.001420201,0.025900337
scaffold-ma3,143508093,143570350,augustus_masked-scaffold-ma3-processed-gene-478.3,plekha6,PLEKHA6,PLEKHA6,480.5587868,-1.243558574,0.558401821,0.001101285,0.021938164
scaffold-ma3,143490310,143500443,maker-scaffold-ma3-augustus-gene-478.7,golt1a,GOLT1A,KISS1,133.2896113,-1.84703392,0.783796606,0.000422943,0.0113305
scaffold-ma3,144774661,144789747,maker-scaffold-ma3-augustus-gene-482.8,tmcc2,TMCC2,TMCC2,6.814921953,-2.036351546,1.41833154,0.001306191,0.024570932
scaffold-ma3,152742826,152755913,augustus_masked-scaffold-ma3-processed-gene-509.1,syt2,SYT2,SYT2,23.67797918,1.682599642,1.073065581,0.002525633,0.038273786
scaffold-ma3,154193153,154248209,augustus_masked-scaffold-ma3-processed-gene-514.1,kdm5b,KDM5B,KDM5B,69.18838032,1.841835242,1.061541026,0.001507475,0.026562645
scaffold-ma3,157377863,157391563,maker-scaffold-ma3-augustus-gene-524.4,eif2s2,EIF2S2,EIF2S2,161.2807127,1.0318154,0.557939565,0.003738811,0.049736574
scaffold-ma3,176364103,176427039,augustus_masked-scaffold-ma3-processed-gene-588.0,adrm1,ADRM1,OSBPL2,69.75059834,1.321303752,0.768012904,0.003277253,0.045304232
scaffold-ma1,692106,707806,augustus_masked-scaffold-ma1-processed-gene-2.3,LOC103281912,NA,BSG,98.48949186,1.969613264,0.808158978,0.000310055,0.009193945
scaffold-ma1,2743135,2750852,maker-scaffold-ma1-augustus-gene-9.13,cers5,CERS1,CERS1,65.00856822,-3.594280019,1.075582525,4.52e-06,0.00039659
scaffold-ma1,4556525,4583115,maker-scaffold-ma1-augustus-gene-15.8,mknk2,MKNK2,MKNK1,5.92227536,1.554269662,1.574997919,0.002229339,0.035131302
scaffold-ma1,3774531,3775151,augustus_masked-scaffold-ma1-processed-gene-12.6,hspb9,LOC103057799,LOC106542254,706.627349,1.91710515,0.968078065,0.000876034,0.018620817
scaffold-ma1,5854846,5870078,maker-scaffold-ma1-augustus-gene-19.6,klf13,KLF11,KLF16,101.2170111,2.068885204,0.641858023,3.52e-05,0.001898695
scaffold-ma1,6310598,6319403,augustus_masked-scaffold-ma1-processed-gene-21.4,NA,MFSD12,MFSD12,18.8140324,3.345096079,1.288998906,3.02e-05,0.001704309
scaffold-ma1,14560035,14581466,maker-scaffold-ma1-augustus-gene-48.8,ero1a,ERO1A,ERO1B,121.583916,3.127289045,0.800621549,1.71e-06,0.000186883
scaffold-ma1,14761239,14774319,maker-scaffold-ma1-augustus-gene-49.14,ptgir,PTGER2,LOC106537824,104.4635167,1.74702524,0.955974517,0.00147285,0.02621437
scaffold-ma1,19029083,19069397,maker-scaffold-ma1-augustus-gene-63.7,hif1a,HIF1A,HIF1A,20.13088417,2.941267908,1.112066194,5.91e-05,0.002827589
scaffold-ma1,23157801,23213411,augustus_masked-scaffold-ma1-processed-gene-77.1,aspg,ASPG,ASPG,27.72089957,1.872550654,1.004358699,0.001154915,0.022541664
scaffold-ma1,39033035,39080104,maker-scaffold-ma1-augustus-gene-130.12,sptlc2,SPTLC2,SPTLC2,516.8071222,1.568492419,0.435039435,1.38e-05,0.000916587
