Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,baseMean,log2FoldChange,lfcSE,pvalue,padj
scaffold-Z,98143633,98160130,maker-scaffold-Z-augustus-gene-327.11,znf628,LOC103057925,ZNF628,13.15739211,-1.45651828,0.999538975,0.000694786,0.043142112
scaffold-ma4,19894702,19918315,augustus_masked-scaffold-ma4-processed-gene-66.3,dzip1,DZIP1,DZIP1,361.5233715,2.231949044,0.828648968,2.04e-05,0.005980744
scaffold-ma4,20525019,20548983,maker-scaffold-ma4-augustus-gene-68.6,ednrb,EDNRB,EDNRB,65.43235944,-1.726125248,0.671544952,4.77e-05,0.010077301
scaffold-ma4,23344467,23349628,maker-scaffold-ma4-augustus-gene-77.4,LOC100561481,LOC103061256,CRK,77.81404219,-2.038540398,1.063010221,0.000106,0.015114519
scaffold-ma4,33289634,33341632,maker-scaffold-ma4-augustus-gene-111.2,mgat4a,MGAT4A,LOC106543955,33.69015371,-1.408161136,0.932443045,0.00075008,0.04550392
scaffold-mi9,6463540,6464516,maker-scaffold-mi9-augustus-gene-21.27,LOC100556942,LOC103050281,LOC106549260,36.21404642,1.544857493,0.881058745,0.000384752,0.031464825
scaffold-ma7,14597480,14615073,maker-scaffold-ma7-augustus-gene-48.7,ppa2,LOC103063228,PPA2,87.71852224,-2.278755691,0.622048696,1.62e-06,0.001423158
scaffold-ma7,24107714,24126519,maker-scaffold-ma7-augustus-gene-80.2,slc7a11,SLC7A11,SLC7A11,51.55104082,-2.225684671,1.05764641,5.59e-05,0.01047842
scaffold-ma7,36856626,36859637,maker-scaffold-ma7-augustus-gene-122.10,ing2,ING2,ING2,20.23657865,-1.651787391,1.190668481,0.000372436,0.031126086
scaffold-ma7,41275666,41294602,augustus_masked-scaffold-ma7-processed-gene-137.2,fbxo8,FBXO8,FBXO8,114.2879802,-1.370128875,0.576595878,0.000114128,0.015867668
scaffold-ma3,9580084,9630063,augustus_masked-scaffold-ma3-processed-gene-32.1,LOC100564465,TAF2,TAF2,23.69890233,-2.651816842,1.240621256,1.63e-05,0.005414271
scaffold-ma3,104118157,104144017,maker-scaffold-ma3-augustus-gene-347.15,slc30a7,SLC30A7,SLC30A5,641.3444435,-1.24661083,0.469282416,5.58e-05,0.01047842
scaffold-ma3,105025294,105040448,maker-scaffold-ma3-augustus-gene-350.11,gclm,GCLM,GCLM,57.25276336,-1.867706201,0.826796177,8.4e-05,0.013235595
scaffold-ma3,113341848,113384091,maker-scaffold-ma3-augustus-gene-378.8,mcoln2,MCOLN2,MCOLN2,49.3004537,-2.369259694,0.901666286,1.88e-05,0.00563548
scaffold-ma3,153682977,153723316,maker-scaffold-ma3-augustus-gene-512.14,dennd2d,DENND2D,DENND2D,82.5381955,-2.111223017,0.947746835,5.98e-05,0.010837516
scaffold-ma3,158713660,158718303,maker-scaffold-ma3-augustus-gene-529.7,srsf6,SRSF6,SRSF6,126.104445,1.268246868,0.634831713,0.000373147,0.031126086
scaffold-ma1,7523357,7533170,maker-scaffold-ma1-augustus-gene-25.10,plvap,PLVAP,PLVAP,3226.635965,1.570636806,0.758556582,0.000193949,0.02201124
scaffold-ma1,57019461,57038481,maker-scaffold-ma1-augustus-gene-190.4,dpf3,DPF3,DPF1,100.2395893,-1.1627216,0.52826266,0.000260395,0.025404544
scaffold-ma1,71029866,71046889,maker-scaffold-ma1-augustus-gene-236.12,LOC100564866,LOC103048247,ACTA1,31.25057893,-1.855509968,1.185643912,0.000206961,0.022680158
scaffold-ma1,98638541,98653391,maker-scaffold-ma1-augustus-gene-328.18,vwce,VWCE,VWCE,23.87364864,1.591509676,1.16246257,0.000455843,0.034362804
scaffold-ma1,105632250,105634145,maker-scaffold-ma1-augustus-gene-352.10,ap5z1,AP5Z1,AP5Z1,21.93873292,-1.9375152,1.323661633,0.000134328,0.017913144
scaffold-ma1,122283775,122353590,maker-scaffold-ma1-augustus-gene-407.1,kynu,KYNU,KYNU,16.54915265,1.241941331,1.214953479,0.000865512,0.048234896
scaffold-ma1,129449100,129472215,maker-scaffold-ma1-augustus-gene-431.5,ccdc148,CCDC148,CCDC148,52.79153084,2.847488694,1.091282468,6.76e-06,0.002750935
scaffold-ma1,131663411,131679327,maker-scaffold-ma1-augustus-gene-439.8,gca,LOC103050436,LOC106539324,826.7328265,-1.060330805,0.397498584,7.62e-05,0.012581092
scaffold-ma1,137125777,137148442,maker-scaffold-ma1-augustus-gene-457.8,pdk1,LOC103052758,LOC106542459,46.63630215,-1.935922596,0.824776499,6.34e-05,0.011380466
scaffold-ma1,152559478,152580400,augustus_masked-scaffold-ma1-processed-gene-508.6,wdr12,WDR12,RBBP4,127.3987785,-2.089011017,0.587164114,2.47e-06,0.001601555
scaffold-ma1,158301761,158312447,maker-scaffold-ma1-augustus-gene-527.4,ikzf2,IKZF2,IKZF2,53.40888416,-1.284921187,0.761664175,0.000742863,0.045230623
scaffold-ma1,166287853,166345207,maker-scaffold-ma1-augustus-gene-554.7,cd2ap,CD2AP,CD2AP,25.50017803,-1.585349057,1.286993664,0.000350318,0.030598734
scaffold-ma1,176222330,176266063,maker-scaffold-ma1-augustus-gene-587.5,pak5,PAK5,PAK5,12.84536514,-1.564984476,1.02970267,0.00049404,0.03567992
scaffold-ma1,178023493,178075598,maker-scaffold-ma1-augustus-gene-593.9,gpcpd1,GPCPD1,GPCPD1,75.6619657,-3.585243543,0.932962087,1.12e-07,0.000169973
scaffold-ma1,186923286,186945475,maker-scaffold-ma1-augustus-gene-623.7,LOC100558251,LOC103058999,LOC106557394,123.3276795,1.920055925,0.738579349,3.68e-05,0.008507512
scaffold-ma1,192598687,192632058,maker-scaffold-ma1-augustus-gene-642.9,LOC103281317,DCDC2B,DCDC2,27.30270193,2.010709055,1.398070329,8.83e-05,0.013394955
scaffold-ma1,198312789,198320880,maker-scaffold-ma1-augustus-gene-661.9,NA,NA,NA,192.3410086,-1.496428918,0.918353609,0.000519085,0.03623384
scaffold-ma1,233939667,233955857,maker-scaffold-ma1-augustus-gene-779.7,LOC100555005,ASB9,ASB9,60.67971889,3.528154753,1.28379534,5.81e-07,0.000692427
scaffold-ma1,233939667,233955857,maker-scaffold-ma1-augustus-gene-779.7,LOC100555005,ASB9,ASB9,122.6224679,4.347225278,0.899329355,3.75e-10,2.09e-06
scaffold-ma1,280098704,280104899,maker-scaffold-ma1-augustus-gene-933.14,mcfd2,MCFD2,MCFD2,158.1268449,-0.974325679,0.431085937,0.000357771,0.030782863
scaffold-ma1,281604691,281643287,maker-scaffold-ma1-augustus-gene-938.22,mertk,MERTK,MERTK,93.829768,1.444914579,0.777858709,0.000380606,0.031413396
scaffold-ma1,292270290,292283160,augustus_masked-scaffold-ma1-processed-gene-974.4,LOC100560926,FDFT1,FDFT1,31.39547358,-2.186843096,0.967402392,4.92e-05,0.010249894
scaffold-ma1,294855250,294882412,maker-scaffold-ma1-augustus-gene-983.6,LOC100564818,LOC103058013,LOC106552982,27.78251438,2.722466103,0.960663737,6.71e-06,0.002750935
scaffold-ma1,296428476,296458243,maker-scaffold-ma1-augustus-gene-988.4,LOC103282577,ASXL2,LOC106556373,11.88944276,-1.35210797,1.396759557,0.000202733,0.022448932
scaffold-ma1,302237142,302268922,augustus_masked-scaffold-ma1-processed-gene-1007.3,atp2a2,LOC103064543,ATP2A1,34.08028498,-1.487011446,0.7393577,0.000252219,0.024751634
scaffold-ma1,299578582,299588886,maker-scaffold-ma1-augustus-gene-998.24,chchd10,CHCHD2,CHCHD2,623.8369272,-0.991379906,0.484095701,0.000617041,0.040211301
scaffold-ma1,299499948,299509158,maker-scaffold-ma1-augustus-gene-998.22,NA,PSPH,PSPH,29.01719925,2.158862433,0.907628463,4.24e-05,0.009424212
scaffold-ma1,303796402,303805773,maker-scaffold-ma1-augustus-gene-1012.11,LOC103282656,LOC103066324,LOC106551677,35.91852422,1.916182913,0.766368138,4.66e-05,0.010008691
scaffold-ma1,308767469,308778114,maker-scaffold-ma1-augustus-gene-1029.8,nlk,NLK,NLK,79.81909591,-2.724132214,0.891576409,4.45e-06,0.002063126
scaffold-ma5,8723662,8740725,augustus_masked-scaffold-ma5-processed-gene-29.2,LOC100561504,PAX2,LOC106552643,51.92475063,-3.067161457,0.818213786,4.8e-07,0.000665785
scaffold-ma5,21378684,21390042,augustus_masked-scaffold-ma5-processed-gene-71.2,pten,LOC107326357,PTEN,27.27851769,-1.334511518,0.873350333,0.000878938,0.048393784
scaffold-ma5,37127119,37152380,maker-scaffold-ma5-augustus-gene-123.6,tial1,TIAL1,TIAL1,110.9898525,1.234518451,0.566879738,0.000243816,0.024391239
scaffold-ma5,68980406,69022757,maker-scaffold-ma5-augustus-gene-230.5,arhgef26,ARHGEF26,ARHGEF26,23.70428503,-2.130690929,1.040604545,7.42e-05,0.012476336
scaffold-ma5,70386860,70481743,augustus_masked-scaffold-ma5-processed-gene-235.1,veph1,VEPH1,VEPH1,57.04235992,2.713464076,0.964358623,7.07e-06,0.002809836
scaffold-ma5,77314910,77417840,maker-scaffold-ma5-augustus-gene-258.5,fndc3b,FNDC3B,LOC106548227,399.0778514,1.354576643,0.598310521,0.000159782,0.019600373
scaffold-mi3,8259920,8260657,augustus_masked-scaffold-mi3-processed-gene-27.5,hdc,HDC,LOC106544979,40.60389948,-2.22055786,1.512672531,3.17e-05,0.007779856
scaffold-ma6,18417244,18491842,maker-scaffold-ma6-augustus-gene-61.6,met,MET,MET,39.02752987,-1.290753026,0.762542181,0.00072522,0.044481055
scaffold-ma6,29701826,29708416,maker-scaffold-ma6-augustus-gene-99.6,tmbim4,TMBIM4,TMBIM4,25.39108297,-2.200036267,0.990573944,5.08e-05,0.010291565
scaffold-ma6,50364219,50364983,augustus_masked-scaffold-ma6-processed-gene-167.4,LOC100563018,LOC103051445,LOC106544363,68.14076354,-3.186791274,0.597081379,8.19e-10,3.41e-06
scaffold-ma6,56242371,56245695,maker-scaffold-ma6-augustus-gene-187.11,pmch,PMCH,PMCH,37.58514558,2.157492276,1.429100242,5.41e-05,0.01047842
scaffold-ma6,68809154,68810555,maker-scaffold-ma6-augustus-gene-229.11,LOC100556974,LOC103064948,LOC106550011,8.824039567,1.555757294,1.517076783,6.82e-05,0.012098877
scaffold-ma6,69091606,69096335,maker-scaffold-ma6-augustus-gene-230.22,LOC100556974,LOC103057369,LOC106548805,18.44073511,3.096051759,1.749826345,1.16e-06,0.001074961
scaffold-mi10,369585,431253,maker-scaffold-mi10-augustus-gene-1.10,map2k5,MAP2K5,MAP2K5,20.05896381,-1.399098823,1.080554404,0.000855587,0.048234896
scaffold-mi1,7072797,7080305,augustus_masked-scaffold-mi1-processed-gene-23.6,fam118b,FAM118B,FAM118B,768.7971929,-1.961203787,0.974530706,0.00011154,0.015769691
scaffold-mi1,8933543,8941013,maker-scaffold-mi1-augustus-gene-29.12,capg,CAPG,CAPG,30.7073675,1.901568569,0.883728376,9.84e-05,0.014588602
scaffold-mi1,14658111,14667563,maker-scaffold-mi1-augustus-gene-48.20,slc25a37,SLC25A37,SLC25A28,74.19758971,-2.12437598,1.065519919,7.99e-05,0.012947063
scaffold-mi1,18618806,18623379,maker-scaffold-mi1-augustus-gene-62.13,dkk4,DKK4,DKK4,212.7202285,-0.881908047,0.431640999,0.000925999,0.049665656
scaffold-mi1,19836087,19842012,augustus_masked-scaffold-mi1-processed-gene-66.2,LOC103282439,LOC103058553,NA,23.63470468,-1.326191622,0.876877065,0.000917474,0.049374889
scaffold-mi1,21197364,21217103,maker-scaffold-mi1-augustus-gene-70.16,LOC100553997,LOC103060931,LOC106555489,227.9357382,1.617549349,1.203335523,0.00040173,0.032221422
scaffold-ma2,36725862,36736314,maker-scaffold-ma2-augustus-gene-122.10,rilp,RILP,LOC106556678,45.95248731,-1.958194093,0.758097161,3.67e-05,0.008507512
scaffold-ma2,48868009,48876103,maker-scaffold-ma2-augustus-gene-162.5,LOC100551921,LOC103062262,LOC106542386,17.75757406,-1.414574847,1.012827772,0.000811923,0.047002746
scaffold-ma2,58979513,58989892,maker-scaffold-ma2-augustus-gene-196.9,rbm22,RBM22,RBM22,41.26862303,1.178907275,0.671570952,0.000806507,0.047002746
scaffold-ma2,74324351,74352632,maker-scaffold-ma2-augustus-gene-247.4,afap1l1,AFAP1L1,LOC106554006,42.64072695,1.340517062,0.731501478,0.000486803,0.035382639
scaffold-ma2,106871115,106884320,maker-scaffold-ma2-augustus-gene-356.9,slc16a6,SLC16A6,SLC16A6,60.97017456,1.5899297,0.924757717,0.000370134,0.031126086
scaffold-ma2,108251690,108254715,maker-scaffold-ma2-augustus-gene-360.10,ddx5,DDX5,DDX5,2207.04367,-1.292272918,0.638228618,0.000333747,0.029882146
scaffold-ma2,121589198,121613416,maker-scaffold-ma2-augustus-gene-405.2,shmt2,SHMT2,SHMT2,55.25816816,1.137316378,0.604847819,0.000655419,0.04173419
scaffold-ma2,128145673,128185090,maker-scaffold-ma2-augustus-gene-427.6,tfcp2,TFCP2,TFCP2,30.17376296,-2.098161936,1.056171146,8.57e-05,0.013235595
scaffold-ma2,139741073,139761171,augustus_masked-scaffold-ma2-processed-gene-465.1,eif4a1,LOC103057629,EIF4A2,192.7421106,-1.886251996,0.533223877,2.76e-06,0.001682588
scaffold-ma2,143548343,143555442,augustus_masked-scaffold-ma2-processed-gene-478.3,gpr156,ZC3H11A,LOC106549351,33.7927584,1.82810771,1.022650074,0.000199565,0.022437693
scaffold-ma2,144301629,144304223,maker-scaffold-ma2-augustus-gene-481.9,NA,NA,NA,109.8970188,1.735105313,0.836966221,0.000150041,0.018963093
scaffold-ma2,146905752,146936290,maker-scaffold-ma2-augustus-gene-489.18,LOC100568003,PTPN6,PTPN6,114.0724578,2.29460755,0.653155802,2.5e-06,0.001601555
scaffold-ma2,157502594,157524302,maker-scaffold-ma2-augustus-gene-525.6,LOC100556885,LOC103053294,LOC106544865,46.35750625,-2.195474814,1.011710081,5.51e-05,0.01047842
scaffold-ma2,161929502,161952192,augustus_masked-scaffold-ma2-processed-gene-539.6,scg3,SCG3,SCG3,69.63926949,1.229619528,0.737818598,0.000874277,0.048296566
scaffold-ma2,179321265,179359049,maker-scaffold-ma2-augustus-gene-597.4,LOC103277656,PCSK5,LOC106538314,17.92400043,1.593715417,1.216594425,0.000417575,0.032401887
scaffold-ma2,179321265,179359049,maker-scaffold-ma2-augustus-gene-597.4,LOC103277656,PCSK5,LOC106538314,15.5217992,1.464602963,1.248954916,0.000515686,0.036147887
scaffold-ma2,203144278,203165808,maker-scaffold-ma2-augustus-gene-677.5,arrdc3,ARRDC3,ARRDC3,91.06805688,1.461394318,0.938947967,0.000621583,0.040349694
scaffold-ma2,211329927,211365716,maker-scaffold-ma2-augustus-gene-704.8,papd4,PAPD4,PAPD4,71.33366733,-1.391895671,0.938526422,0.000806509,0.047002746
scaffold-ma2,216594340,216613262,maker-scaffold-ma2-augustus-gene-722.6,plpp1,PLPP1,PLPP1,16.60831368,-1.340086991,1.196771323,0.000796991,0.046868907
scaffold-mi8,3697322,3717970,augustus_masked-scaffold-mi8-processed-gene-12.4,pik3cd,PIK3CD,PIK3CB,22.3642009,-1.417881051,1.066677326,0.000811985,0.047002746
scaffold-mi8,7913770,7927757,maker-scaffold-mi8-augustus-gene-26.34,gas2l1,GAS2L1,LOC106546909,321.7017524,-1.357768718,0.561893596,0.000103061,0.014959112
scaffold-mi8,9179554,9204124,maker-scaffold-mi8-augustus-gene-30.33,atp2a2,ATP2A1,ATP2A1,1003.817905,-2.512786223,0.553406801,6.43e-08,0.00013403
scaffold-un1603,1333,1596,augustus_masked-scaffold-un1603-processed-gene-0.0,NA,NA,NA,20.53855141,1.036583025,1.324087426,0.000173773,0.020698082
scaffold-un76,849,11604,maker-scaffold-un76-augustus-gene-0.6,NA,NA,NA,121.4744974,1.738722562,0.729057047,7.48e-05,0.012476336
scaffold-un332,6591,6992,augustus_masked-scaffold-un332-processed-gene-0.0,NA,NA,NA,393.252229,-1.726475716,1.143939295,0.000309315,0.028509978
scaffold-un38,32,12961,maker-scaffold-un38-augustus-gene-0.14,NA,NA,NA,40.42510107,-1.381744476,0.7567567,0.000457264,0.034362804
