Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,Module,Gene_MM,Gene_TS
scaffold-mi5,4838928,4841509,maker-scaffold-mi5-augustus-gene-16.16,atp6v0c,ATP6V0C,ATP6V0C,magenta4,0.913038877,0.569511262
scaffold-mi5,4861986,4879545,maker-scaffold-mi5-augustus-gene-16.17,tbc1d24,TBC1D24,TBC1D24,magenta,0.706920384,0.405955195
scaffold-mi5,4755813,4762473,maker-scaffold-mi5-augustus-gene-16.8,telo2,TELO2,TELO2,magenta,0.437743329,0.228107018
scaffold-mi5,5793387,5818692,maker-scaffold-mi5-augustus-gene-19.12,rpusd1,RPUSD1,RPUSD1,magenta4,0.825553543,0.571582245
scaffold-mi5,5965619,5976423,maker-scaffold-mi5-augustus-gene-20.12,rps2,RPS2,RPS2,magenta,0.955733253,0.563026823
scaffold-mi5,5965619,5976423,maker-scaffold-mi5-augustus-gene-20.12,rps2,RPS2,RPS2,magenta,0.769838915,0.266070832
scaffold-mi5,6313879,6325914,maker-scaffold-mi5-augustus-gene-21.13,nthl1,NTHL1,NTHL1,magenta,0.427192746,0.064658004
scaffold-mi5,6657996,6660919,maker-scaffold-mi5-augustus-gene-22.11,nsmce1,NSMCE1,NSMCE1,magenta,0.799177587,0.509593552
scaffold-mi5,6862177,6862806,augustus_masked-scaffold-mi5-processed-gene-22.10,hs3st4,LOC103057836,LOC106538226,magenta,0.910619425,0.457361944
scaffold-mi5,7236348,7245643,maker-scaffold-mi5-augustus-gene-24.12,ubfd1,UBFD1,UBFD1,magenta,0.896267164,0.532804765
scaffold-mi5,7376052,7393561,maker-scaffold-mi5-augustus-gene-24.17,lcmt1,LCMT1,LCMT1,magenta,0.400520895,0.305198577
scaffold-mi5,7943694,7947570,maker-scaffold-mi5-augustus-gene-26.6,rab26,RAB37,LOC106546282,magenta,0.577032767,0.439651735
scaffold-mi5,8212117,8269233,augustus_masked-scaffold-mi5-processed-gene-27.1,pkd1,PKD1,LOC106539375,green2,0.891345399,0.645611509
scaffold-mi5,8613470,8636338,augustus_masked-scaffold-mi5-processed-gene-28.7,pmm2,PMM2,PMM2,magenta,0.427380733,0.486742363
scaffold-mi5,8530638,8539045,maker-scaffold-mi5-augustus-gene-28.18,zdhhc4,ZDHHC4,ZDHHC4,green2,0.789103909,0.513959038
scaffold-mi5,8477310,8484676,maker-scaffold-mi5-augustus-gene-28.17,hexdc,LOC103063121,LOC106547540,magenta,0.442732346,0.328814998
scaffold-mi5,9601066,9626546,maker-scaffold-mi5-augustus-gene-32.10,cluap1,CLUAP1,CLUAP1,magenta,0.857265142,0.519339217
scaffold-mi5,10094880,10096001,augustus_masked-scaffold-mi5-processed-gene-33.6,sstr5,LOC103049827,LOC106538838,magenta,0.910501328,0.698528516
scaffold-mi5,10516301,10516825,augustus_masked-scaffold-mi5-processed-gene-35.0,hs3st6,HS3ST6,LOC106551733,magenta,0.879216797,0.665406693
scaffold-mi5,10579762,10601195,augustus_masked-scaffold-mi5-processed-gene-35.2,LOC100565980,HAGHL,LOC106543927,magenta,0.896509135,0.76788554
scaffold-mi5,10603231,10611478,maker-scaffold-mi5-augustus-gene-35.10,narfl,NARFL,NARFL,thistle4,0.72949591,0.678138581
scaffold-mi5,10859236,10862234,maker-scaffold-mi5-augustus-gene-36.4,slc25a6,SLC25A5,LOC106547817,magenta,0.96486553,0.509697568
scaffold-mi5,13171040,13183910,maker-scaffold-mi5-augustus-gene-44.14,LOC100561467,LOC103065467,LOC106549570,magenta,0.86260876,0.4795039
scaffold-mi5,13733820,13755055,maker-scaffold-mi5-augustus-gene-44.22,arr3,LOC103062323,LOC106537525,magenta,0.631867082,0.499655343
scaffold-mi5,13252645,13322483,maker-scaffold-mi5-augustus-gene-44.25,wdr90,WDR90,LOC106556086,thistle4,0.828271654,0.740575206
scaffold-mi2,568083,571513,maker-scaffold-mi2-augustus-gene-1.26,LOC100555695,ZBTB8B,ZBTB8B,magenta,0.549801659,0.68360352
scaffold-mi2,584008,600878,maker-scaffold-mi2-augustus-gene-2.6,dcdc2b,DCDC2B,DCDC2B,magenta,0.775293886,0.321932729
scaffold-mi2,1365947,1368970,maker-scaffold-mi2-augustus-gene-4.14,fhl3,FHL3,FHL3,magenta,0.653824279,0.366443142
scaffold-mi2,1372314,1376213,maker-scaffold-mi2-augustus-gene-4.15,sf3a3,SF3A3,LOC106555540,magenta,0.640799013,0.238739925
scaffold-mi2,1172884,1184197,augustus_masked-scaffold-mi2-processed-gene-4.2,gnl2,GNL2,GNL2,magenta,0.966997436,0.437451161
scaffold-mi2,1442386,1459986,augustus_masked-scaffold-mi2-processed-gene-4.12,LOC100556863,LOC103065088,LOC106549856,magenta,0.732401927,0.300759242
scaffold-mi2,1696845,1707258,maker-scaffold-mi2-augustus-gene-5.17,ptp4a2,PTP4A2,PTP4A2,magenta,0.602714243,0.257769902
scaffold-mi2,2643888,2655385,augustus_masked-scaffold-mi2-processed-gene-8.6,tinagl1,TINAGL1,LOC106548016,magenta,0.798799326,0.578070923
scaffold-mi2,2593765,2593840,trnascan-scaffold-mi2-noncoding-Pseudo_AGA-gene-8.0,NA,NA,NA,magenta,0.87615381,0.624016712
scaffold-mi2,3200383,3210264,maker-scaffold-mi2-augustus-gene-10.11,smap2,SMAP2,SMAP2,magenta,0.702876438,0.443080663
scaffold-mi2,3384472,3586024,augustus_masked-scaffold-mi2-processed-gene-12.0,LOC103280987,LOC103061832,LOC106543972,magenta,0.831048077,0.413764708
scaffold-mi2,4666835,4667116,augustus_masked-scaffold-mi2-processed-gene-15.3,smim12,SMIM12,SMIM12,magenta,0.722884269,0.44082981
scaffold-mi2,5038431,5041596,maker-scaffold-mi2-augustus-gene-16.11,LOC100565499,LOC103055493,LOC106553508,navajowhite,0.756834545,0.581672072
scaffold-mi2,5133782,5149330,maker-scaffold-mi2-augustus-gene-17.9,LOC100567617,LOC103063850,ANGPT1,green2,0.751215711,0.563362373
scaffold-mi2,5437927,5445395,augustus_masked-scaffold-mi2-processed-gene-18.4,LOC100557959,LOC103049214,RPS12,magenta,0.600044914,0.314606615
scaffold-mi2,5437927,5445395,augustus_masked-scaffold-mi2-processed-gene-18.4,LOC100557959,LOC103049214,RPS12,magenta,0.959427889,0.693526591
scaffold-mi2,6715013,6717282,maker-scaffold-mi2-augustus-gene-22.26,LOC103280111,LOC103053208,LOC106555037,magenta,0.85834574,0.306465963
scaffold-mi2,7009605,7019990,maker-scaffold-mi2-augustus-gene-23.26,smg9,SMG9,NA,magenta,0.991742623,0.544133478
scaffold-mi2,7674375,7689861,maker-scaffold-mi2-augustus-gene-25.11,etfb,ETFB,ETFB,magenta,0.659738884,0.191061623
scaffold-mi2,7839891,7844711,maker-scaffold-mi2-augustus-gene-26.7,LOC103279953,LOC103051693,LOC106537611,magenta,0.906724992,0.405271123
scaffold-mi2,9107379,9115686,maker-scaffold-mi2-augustus-gene-30.21,fndc8,FNDC8,NA,magenta,0.898268507,0.445201769
scaffold-mi2,9402679,9422365,maker-scaffold-mi2-augustus-gene-31.13,LOC100559147,LOC103051109,LOC106555751,magenta,0.822173632,0.612329822
scaffold-mi2,9287865,9289012,augustus_masked-scaffold-mi2-processed-gene-31.1,NA,NA,NA,magenta,0.896756743,0.636676535
scaffold-mi2,9287865,9289012,augustus_masked-scaffold-mi2-processed-gene-31.1,NA,NA,NA,navajowhite,0.904922977,0.901816174
scaffold-mi2,9871937,9897877,maker-scaffold-mi2-augustus-gene-33.9,kirrel2,LOC103065366,LOC106555034,magenta,0.931822109,0.611293172
scaffold-mi2,10874938,10888300,maker-scaffold-mi2-augustus-gene-36.18,stx12,STX12,STX12,magenta,0.83976966,0.478235112
scaffold-mi2,11049772,11082821,maker-scaffold-mi2-augustus-gene-37.3,scmh1,SCMH1,SCMH1,lavenderblush3,0.868041636,0.548531822
scaffold-mi2,12255065,12294387,augustus_masked-scaffold-mi2-processed-gene-41.0,atp8a1,ATP8A1,ATP8A1,salmon1,0.937917075,0.625887099
scaffold-mi2,12819908,12829202,maker-scaffold-mi2-augustus-gene-42.9,sdc3,SDC3,SDC3,magenta,0.741600934,0.354171723
scaffold-mi2,15254540,15259837,maker-scaffold-mi2-augustus-gene-50.9,id2,ID3,ID3,green2,0.802395107,0.733976455
scaffold-mi2,15860172,15863782,maker-scaffold-mi2-augustus-gene-53.10,med18,MED18,MED18,magenta,0.696803519,0.404697771
scaffold-mi2,15918029,15936178,maker-scaffold-mi2-augustus-gene-53.12,LOC100564953,FAM76A,FAM76A,magenta,0.81725674,0.444400149
scaffold-mi2,17016034,17028587,augustus_masked-scaffold-mi2-processed-gene-56.5,gpatch3,GPATCH3,GPATCH3,magenta,0.822509542,0.688107548
scaffold-mi2,16858852,16863650,maker-scaffold-mi2-augustus-gene-56.12,fam46b,FAM46B,LOC106542573,salmon1,0.887170158,0.734301171
scaffold-mi2,17814813,17842189,maker-scaffold-mi2-augustus-gene-59.16,extl1,EXTL1,EXTL1,magenta,0.499099872,0.381785656
scaffold-mi2,17995207,17996265,augustus_masked-scaffold-mi2-processed-gene-60.1,paqr7,PAQR7,PAQR7,magenta,0.802443393,0.709023652
scaffold-mi2,18489554,18493684,maker-scaffold-mi2-augustus-gene-61.8,syf2,SYF2,SYF2,salmon1,0.795540938,0.776912221
scaffold-mi2,19099823,19118264,maker-scaffold-mi2-augustus-gene-63.7,LOC103281918,IL22RA1,LOC106542201,magenta4,0.838777927,0.580935756
scaffold-mi2,19221234,19254382,maker-scaffold-mi2-augustus-gene-64.15,gale,GALE,GALE,magenta,0.755361996,0.469867293
scaffold-mi2,19221234,19254382,maker-scaffold-mi2-augustus-gene-64.15,gale,GALE,GALE,navajowhite,0.904487734,0.664902657
scaffold-mi2,19375363,19377644,maker-scaffold-mi2-augustus-gene-64.18,ppt1,PPT1,PPT1,magenta,0.427680702,0.854855688
scaffold-mi7,682921,704982,maker-scaffold-mi7-augustus-gene-2.17,ssu72,SSU72,NA,magenta,0.678612466,0.231714558
scaffold-mi7,1068787,1073873,maker-scaffold-mi7-augustus-gene-3.19,ube2j2,UBE2J2,UBE2J2,magenta,0.769850182,0.452002164
scaffold-mi7,1272041,1276169,maker-scaffold-mi7-augustus-gene-4.22,tmem52,TMEM52,TMEM52,magenta,0.945281593,0.614303778
scaffold-mi7,1272041,1276169,maker-scaffold-mi7-augustus-gene-4.22,tmem52,TMEM52,TMEM52,magenta,0.900180547,0.582922586
scaffold-mi7,1852553,1855598,maker-scaffold-mi7-augustus-gene-6.25,LOC100555360,TPRG1L,TPRG1L,magenta,0.474260519,0.665462875
scaffold-mi7,1919005,1920756,maker-scaffold-mi7-augustus-gene-6.27,NA,MRPS16,NA,magenta,0.867582251,0.687765742
scaffold-mi7,1780089,1789951,maker-scaffold-mi7-augustus-gene-6.22,LOC100564351,ARHGEF16,LOC106554443,green2,0.785322531,0.916766773
scaffold-mi7,1948510,1956915,augustus_masked-scaffold-mi7-processed-gene-6.20,p3h3,P3H1,LOC106556648,magenta,0.822746867,0.420856558
scaffold-mi7,2095650,2141899,augustus_masked-scaffold-mi7-processed-gene-7.4,LOC100556482,VPS13D,VPS13D,magenta,0.522648736,0.177109126
scaffold-mi7,2078469,2080769,maker-scaffold-mi7-augustus-gene-7.17,LOC100565693,LOC103066936,LOC106540986,salmon1,0.762567247,0.203916283
scaffold-mi7,2617827,2621675,maker-scaffold-mi7-augustus-gene-8.30,gpr162,GPR153,GPR153,magenta,0.8568882,0.639031412
scaffold-mi7,2637822,2649908,maker-scaffold-mi7-augustus-gene-8.32,kcnab1,KCNAB2,KCNAB1,magenta,0.792022546,0.570700209
scaffold-mi7,2902443,2909353,augustus_masked-scaffold-mi7-processed-gene-9.2,cep104,CEP104,CEP104,magenta,0.465086274,0.385988589
scaffold-mi7,3125696,3127838,maker-scaffold-mi7-augustus-gene-10.33,NA,AGMAT,AGMAT,magenta,0.553123675,0.327794975
scaffold-mi7,3202047,3210381,maker-scaffold-mi7-augustus-gene-10.55,arhgef11,ARHGEF11,ARHGEF11,thistle4,0.845063116,0.545017852
scaffold-mi7,3142431,3145316,maker-scaffold-mi7-augustus-gene-10.48,LOC100556283,CTRC,LOC106547433,green2,0.793121688,0.374021793
scaffold-mi7,3461683,3467723,maker-scaffold-mi7-augustus-gene-11.35,aph1a,APH1A,APH1A,magenta4,0.804570912,0.468095751
scaffold-mi7,3417468,3430115,maker-scaffold-mi7-augustus-gene-11.33,vps45,VPS45,VPS45,magenta,0.883785793,0.658539429
scaffold-mi7,3298729,3301044,maker-scaffold-mi7-augustus-gene-11.30,LOC103282104,SLAMF9,LOC106540366,lavenderblush3,0.803755249,0.247826202
scaffold-mi7,3545897,3546964,augustus_masked-scaffold-mi7-processed-gene-11.28,c5ar1,LOC103051246,C5AR1,magenta,0.698459313,0.583696187
scaffold-mi7,3661873,3678348,maker-scaffold-mi7-augustus-gene-12.47,sptbn4,LOC103066834,SPTBN4,thistle4,0.738492939,0.309308791
scaffold-mi7,3615393,3623780,maker-scaffold-mi7-augustus-gene-12.42,ltbp4,LTBP4,LTBP4,magenta,0.756695377,0.470456258
scaffold-mi7,3615393,3623780,maker-scaffold-mi7-augustus-gene-12.42,ltbp4,LTBP4,LTBP4,magenta,0.635144435,0.439561157
scaffold-mi7,3867330,3879446,maker-scaffold-mi7-augustus-gene-13.32,LOC100551744,LOC103048269,LOC106541081,magenta,0.867673394,0.700418476
scaffold-mi7,4024066,4035851,maker-scaffold-mi7-augustus-gene-13.51,ercc2,ERCC2,ERCC2,magenta,0.783521282,0.653356723
scaffold-mi7,3953260,3967448,maker-scaffold-mi7-augustus-gene-13.49,LOC103282020,EXOC3L2,EXOC3L2,magenta,0.653835998,0.318430467
scaffold-mi7,4451698,4465273,maker-scaffold-mi7-augustus-gene-14.19,LOC100568272,LOC103049491,CYGB,magenta,0.857265142,0.519339217
scaffold-mi7,4480971,4495424,augustus_masked-scaffold-mi7-processed-gene-15.1,supt5h,SUPT5H,SUPT5H,magenta,0.775446966,0.34689819
scaffold-mi7,4642644,4646582,maker-scaffold-mi7-augustus-gene-15.29,LOC103281988,THAP8,LOC106550202,magenta,0.895175955,0.462835146
scaffold-mi7,4554066,4555309,maker-scaffold-mi7-augustus-gene-15.24,adad2,ADAD1,ADAD1,magenta,0.436237274,0.635298471
scaffold-mi7,4537178,4539675,maker-scaffold-mi7-augustus-gene-15.18,chp2,LOC103050226,CHP1,magenta,0.922626153,0.65825477
scaffold-mi7,4537178,4539675,maker-scaffold-mi7-augustus-gene-15.18,chp2,LOC103050226,CHP1,magenta,0.838908038,0.404985536
scaffold-mi7,4784973,4788891,maker-scaffold-mi7-augustus-gene-16.17,ap2s1,LOC103054195,AP2S1,magenta,0.786423657,0.635926532
scaffold-mi7,5052343,5064892,augustus_masked-scaffold-mi7-processed-gene-16.16,LOC103280955,LOC103055027,LOC106555535,magenta,0.914683886,0.409174513
scaffold-mi7,5099755,5100345,augustus_masked-scaffold-mi7-processed-gene-17.1,irf2bp1,IRF2BP1,IRF2BP1,magenta,0.521590754,0.38603198
scaffold-mi7,5148335,5158195,augustus_masked-scaffold-mi7-processed-gene-17.2,foxa3,LOC103062971,FOXA3,magenta,0.896863465,0.549121848
scaffold-mi7,5233530,5239747,maker-scaffold-mi7-augustus-gene-17.26,sympk,SYMPK,SYMPK,magenta,0.728739599,0.515633447
scaffold-mi7,5499675,5508322,maker-scaffold-mi7-augustus-gene-18.29,ttll11,TTLL11,TTLL11,magenta,0.933856602,0.719691709
scaffold-mi7,5835507,5853182,maker-scaffold-mi7-augustus-gene-19.43,LOC103281621,LOC103048825,LOC106543461,magenta,0.715285561,0.52093325
scaffold-mi7,6050365,6052702,maker-scaffold-mi7-augustus-gene-20.19,NA,PHYHD1,PHYHD1,lavenderblush3,0.820570432,0.657635029
scaffold-mi7,5993655,5995468,maker-scaffold-mi7-augustus-gene-20.27,zdhhc12,ZDHHC12,ZDHHC12,magenta,0.90109267,0.410560053
scaffold-mi7,6023488,6031336,maker-scaffold-mi7-augustus-gene-20.30,kyat3,KYAT1,KYAT3,magenta,0.859609268,0.459088739
scaffold-mi7,6543180,6549594,maker-scaffold-mi7-augustus-gene-21.22,prdm14,LOC103065911,PRDM12,salmon1,0.892530715,0.676282888
scaffold-mi7,6553348,6558448,maker-scaffold-mi7-augustus-gene-21.23,exosc2,EXOSC2,EXOSC2,magenta,0.387549219,0.13771539
scaffold-mi7,6329024,6333661,maker-scaffold-mi7-augustus-gene-21.26,NA,LOC103051185,LOC106552041,magenta,0.985352572,0.600144238
scaffold-mi7,6970529,6976303,maker-scaffold-mi7-augustus-gene-23.16,angptl2,ANGPTL2,LOC106553732,magenta,0.89959113,0.502911262
scaffold-mi7,7735825,7736608,maker-scaffold-mi7-augustus-gene-25.18,ppp6c,PPP6C,PPP6C,magenta,0.753437611,0.114373345
scaffold-mi7,7727361,7731457,augustus_masked-scaffold-mi7-processed-gene-25.10,rabepk,RABEPK,KLHDC2,magenta,0.941224346,0.520198788
scaffold-mi7,7827391,7832029,maker-scaffold-mi7-augustus-gene-26.25,ddr2,LOC103066505,DDR1,magenta,0.873046202,0.595920887
scaffold-mi7,8042101,8048753,maker-scaffold-mi7-augustus-gene-26.30,prpf4,PRPF4,LOC106556074,magenta,0.961176398,0.642842952
scaffold-mi7,8040745,8041990,augustus_masked-scaffold-mi7-processed-gene-26.20,cdc26,CDC26,NA,magenta,0.5361766,0.330067863
scaffold-mi7,7770816,7791085,maker-scaffold-mi7-augustus-gene-26.32,scai,SCAI,SCAI,magenta,0.532307931,0.645690642
scaffold-mi7,8275909,8293728,maker-scaffold-mi7-augustus-gene-27.24,tsc1,TSC1,TSC1,magenta,0.877163562,0.575487033
scaffold-mi7,8314910,8321086,maker-scaffold-mi7-augustus-gene-27.37,spaca9,SPACA9,SPACA9,magenta,0.807830147,0.34282008
scaffold-mi7,8252792,8258138,maker-scaffold-mi7-augustus-gene-27.35,gtf3c5,LOC103058980,GTF3C5,magenta,0.944252432,0.574614332
scaffold-mi7,8912424,8942274,maker-scaffold-mi7-augustus-gene-29.18,strbp,STRBP,LOC106549833,magenta,0.643444877,0.313799276
scaffold-mi7,8785314,8800520,maker-scaffold-mi7-augustus-gene-29.20,nphs2,LOC103062839,LOC106552046,lavenderblush3,0.888475481,0.462394569
scaffold-mi7,9031671,9065708,maker-scaffold-mi7-augustus-gene-30.10,crb2,CRB2,LOC106550378,magenta,0.916869949,0.56822671
scaffold-mi7,9835514,9843216,maker-scaffold-mi7-augustus-gene-33.17,urm1,URM1,URM1,magenta,0.748090824,0.633874813
scaffold-mi7,9895245,9898563,maker-scaffold-mi7-augustus-gene-33.26,ptrh1,PTRH1,PTRH1,magenta,0.79341784,0.327301973
scaffold-mi7,10068396,10073385,maker-scaffold-mi7-augustus-gene-33.34,NA,NA,NA,salmon1,0.821868111,0.753581369
scaffold-mi7,10289924,10296422,maker-scaffold-mi7-augustus-gene-34.13,col27a1,COL27A1,COL24A1,magenta,0.964903942,0.696179414
scaffold-mi7,10429470,10433140,augustus_masked-scaffold-mi7-processed-gene-34.7,b9d2,B9D2,LOC106551443,magenta,0.875929436,0.483635892
scaffold-mi7,10932862,10958970,maker-scaffold-mi7-augustus-gene-36.21,pemt,PEMT,NA,magenta,0.953418766,0.56034304
scaffold-mi7,11195500,11203778,maker-scaffold-mi7-augustus-gene-37.30,alkbh5,ALKBH5,ALKBH5,lavenderblush3,0.856734783,0.528777635
scaffold-mi7,11299114,11302413,augustus_masked-scaffold-mi7-processed-gene-37.13,LOC103282903,PRPSAP2,PRPSAP1,thistle4,0.87032556,0.580081141
scaffold-mi7,11126949,11131024,maker-scaffold-mi7-augustus-gene-37.43,LOC100563967,ATPAF2,ATPAF2,salmon1,0.600674572,0.56541743
scaffold-mi7,11245596,11258820,augustus_masked-scaffold-mi7-processed-gene-37.18,flii,FLII,LOC106537869,magenta,0.922457119,0.382348307
scaffold-mi7,11866726,11875102,maker-scaffold-mi7-augustus-gene-39.29,nde1,NDE1,NDE1,magenta4,0.889286723,0.460968896
